cut_content,text,keyword1,keyword2,keyword3,similarity_score,processed_content,dominant_topic
我 建议 最好 把 这些 改革 的 人 的 薪资 也 这样 固定 了 而且 要 比 医生 的 待遇 低 [ doge ],我 建议 最好 把 这些 改革 的 人 的 薪资 也 这样 固定 了 而且 要 比 医生 的 待遇 低 [ doge ],自我感觉,恕我直言,据我所知,0.7851515,"['建议', '改革', '薪资', '固定', '医生', '待遇', '低', 'doge']",0
[ doge ] l,[ doge ] l,doge,l,puppy,0.7449672,"['doge', 'l']",1
医疗 行业 涉及 到 医生 患者 医药公司 生产 药品 器械 医药 代表 卖 药物 器械 医院 管理层 采购 药物 管理 营收 患者 和 医保 出钱 这些 大致 钱 有 四个 流向 第一个 医生 医院 整体 收入 的 一部分 普通 药物 的 回扣 第二个 药厂 生产 药物 器械 获利 第三个 药代 倒卖 药物 和 器械 从中 获利 第四个 医院 管理层 支配 医院 整体 收入 将 部分 收入 发给 行政 岗 一部分 通过 各种渠道 如 采购 器械 转入 口袋 中 三明 医改 本质 上 是 切断 了 后面 两个 收入 减少 患者 支出 增加 医生 收入,医疗 行业 涉及 到 医生 患者 医药公司 生产 药品 器械 医药 代表 卖 药物 器械 医院 管理层 采购 药物 管理 营收 患者 和 医保 出钱 这些 大致 钱 有 四个 流向 第一个 医生 医院 整体 收入 的 一部分 普通 药物 的 回扣 第二个 药厂 生产 药物 器械 获利 第三个 药代 倒卖 药物 和 器械 从中 获利 第四个 医院 管理层 支配 医院 整体 收入 将 部分 收入 发给 行政 岗 一部分 通过 各种渠道 如 采购 器械 转入 口袋 中 三明 医改 本质 上 是 切断 了 后面 两个 收入 减少 患者 支出 增加 医生 收入,医学知识,医学专业,医学院校,0.6837169,"['医疗', '行业', '涉及', '医生', '患者', '医药公司', '生产', '药品', '器械', '医药', '代表', '卖', '药物', '器械', '医院', '管理层', '采购', '药物', '管理', '营收', '患者', '医保', '出钱', '钱', '四个', '流向', '第一个', '医生', '医院', '整体', '收入', '一部分', '药物', '回扣', '第二个', '药厂', '生产', '药物', '器械', '获利', '第三个', '药代', '倒卖', '药物', '器械', '获利', '第四个', '医院', '管理层', '支配', '医院', '整体', '收入', '收入', '发给', '行政', '岗', '一部分', '各种渠道', '采购', '器械', '转入', '口袋', '中', '三明', '医改', '本质', '切断', '两个', '收入', '减少', '患者', '支出', '增加', '医生', '收入']",0
平均 年薪 都 不 超过 5 万内 三明 医改 到底 到 了 谁 手上,平均 年薪 都 不 超过 5 万内 三明 医改 到底 到 了 谁 手上,世上无难事,上个世纪,技术水平,0.82565564,"['平均', '年薪', '超过', '万内', '三明', '医改', '手上']",2
快 实行 吧 希望 每个 科室 都 一样 反正 我 在 的 科室 薪资 是 垫底 的 存在 [ doge ],快 实行 吧 希望 每个 科室 都 一样 反正 我 在 的 科室 薪资 是 垫底 的 存在 [ doge ],在我看来,恕我直言,敌我矛盾,0.76736474,"['快', '实行', '希望', '科室', '反正', '科室', '薪资', '垫底', 'doge']",1
我读 到 三十岁 你 就 跟 我 说 一年 20 个 [ doge ],我读 到 三十岁 你 就 跟 我 说 一年 20 个 [ doge ],在我看来,敌我矛盾,恕我直言,0.79877913,"['我读', '三十岁', '说', '一年', '20', 'doge']",0
前面 都 是 虚 的 看 后边 最低 不得 低于 75w 就 知道 了 住院 医 就是 75w 顶天 了 还 15w 骗骗 自己 吧 刚刷 到 一个 6w 的 哈哈哈 笑死人 了,前面 都 是 虚 的 看 后边 最低 不得 低于 75w 就 知道 了 住院 医 就是 75w 顶天 了 还 15w 骗骗 自己 吧 刚刷 到 一个 6w 的 哈哈哈 笑死人 了,个人所得税,莫名其妙,痴人说梦,0.76144046,"['虚', '后边', '最低', '低于', '75w', '住院', '医', '75w', '顶天', '15w', '骗骗', '刚刷', '6w', '哈哈哈', '笑死人']",0
小 红薯 123   好多钱,小 红薯 123   好多钱,音小红书,小伙伴,小而精,0.9435061,"['红薯', '123', '好多钱']",3
就 想 问问 医院 那些 门诊 挂号 和 前台 的 护士 为什么 比 临床 医生 拿 的 还 多 呢 风险 是 医生 在 承担 手术 也 是 医生 在 做 凭 什么 我 就 问 凭 什么 这 是 按 什么 依据 发 的 绩效 就 知道 剥削 一线 人员 的 工资 一线 都 不 干 了 哪来 的 钱,就 想 问问 医院 那些 门诊 挂号 和 前台 的 护士 为什么 比 临床 医生 拿 的 还 多 呢 风险 是 医生 在 承担 手术 也 是 医生 在 做 凭 什么 我 就 问 凭 什么 这 是 按 什么 依据 发 的 绩效 就 知道 剥削 一线 人员 的 工资 一线 都 不 干 了 哪来 的 钱,资产负债率,这样的话,总的来说,0.7464957,"['想', '问问', '医院', '门诊', '挂号', '前台', '护士', '临床', '医生', '风险', '医生', '承担', '手术', '医生', '做', '问', '发', '绩效', '剥削', '一线', '人员', '工资', '一线', '干', '哪来', '钱']",2
学医 十年 [ 偷笑 ] 就 为了 年薪 十万 [ 笑 哭 ] [ 笑 哭 ] 哈哈哈 哈哈笑 抽 了 [ doge ],学医 十年 [ 偷笑 ] 就 为了 年薪 十万 [ 笑 哭 ] [ 笑 哭 ] 哈哈哈 哈哈笑 抽 了 [ doge ],放射医学,基础医学,临床医学,0.6970564,"['学医', '十年', '偷笑', '年薪', '十万', '笑', '哭', '笑', '哭', '哈哈哈', '哈哈笑', '抽', 'doge']",1
还是 来 我 这 搞 个 副业 吧,还是 来 我 这 搞 个 副业 吧,自我感觉,恕我直言,敌我矛盾,0.9504037,"['搞', '副业']",1
卧槽 主任 才 30 万 [ 笑 哭 ],卧槽 主任 才 30 万 [ 笑 哭 ],利己主义,科主任,馊主意,0.8836461,"['卧槽', '主任', '30', '万', '笑', '哭']",2
挺 好 的 医生 一天 只排 两 三台 手术 跟 美国 一样 想 做手术 等 个 几个 月 的 吧 [ 自拍 ],挺 好 的 医生 一天 只排 两 三台 手术 跟 美国 一样 想 做手术 等 个 几个 月 的 吧 [ 自拍 ],遍布全国,祸国殃民,利国利民,0.7810769,"['挺', '医生', '只排', '两', '三台', '手术', '美国', '想', '做手术', '几个', '月', '自拍']",3
国家 也 不 拨款 给 你 写 800 万能 咋 的,国家 也 不 拨款 给 你 写 800 万能 咋 的,国际标准,国共两党,遍布全国,0.8675481,"['国家', '拨款', '写', '800', '万能']",1
其实 有些 外科医生 根本 不靠 工资   我 小姨 癌症 病房 一共 4 个人 最少 一个 送 了 3000 红包 没有 一个 不塞 的,其实 有些 外科医生 根本 不靠 工资   我 小姨 癌症 病房 一共 4 个人 最少 一个 送 了 3000 红包 没有 一个 不塞 的,无奇不有,另有企图,关系不大,0.8298803,"['外科医生', '不靠', '工资', '小姨', '癌症', '病房', '一共', '最少', '送', '3000', '红包', '不塞']",2
我 直接 摆烂 稳拿 75 如何 呢,我 直接 摆烂 稳拿 75 如何 呢,据我所知,敌我矛盾,自我感觉,0.9116609,"['摆烂', '稳拿', '75']",2
就业 大 环境 不好 本来 还 想着 读 医学专业 能 好点 虽然 培养 周期长 但是 后期 至少 能 养活 自己 现在 真 没 啥 能 选 的 专业 了 女生 读 工科 也 难 [ 捂脸 ] [ 捂脸 ] [ 捂脸 ] [ 捂脸 ],就业 大 环境 不好 本来 还 想着 读 医学专业 能 好点 虽然 培养 周期长 但是 后期 至少 能 养活 自己 现在 真 没 啥 能 选 的 专业 了 女生 读 工科 也 难 [ 捂脸 ] [ 捂脸 ] [ 捂脸 ] [ 捂脸 ],资产负债率,另起炉灶,望闻问切,0.768422,"['就业', '环境', '不好', '本来', '想着', '读', '医学专业', '好点', '培养', '周期长', '后期', '至少', '养活', '真', '没', '选', '专业', '女生', '读', '工科', '难', '捂脸', '捂脸', '捂脸', '捂脸']",2
这 也 太少 了,这 也 太少 了,马太效应,多太难,说太多,0.96948993,['太少'],0
[ doge ] 分级 诊疗 喊 了 那么 多年 不 推广 三明 医改 这么 急 着 推广,[ doge ] 分级 诊疗 喊 了 那么 多年 不 推广 三明 医改 这么 急 着 推广,悬壶济世,环游世界,冲锋在前,0.71442986,"['doge', '分级', '诊疗', '喊', '多年', '推广', '三明', '医改', '急', '推广']",3
我 还 想到 时候 读出来 毕业 了 回 深圳 工作 呢 这个 年薪 我 要是 回 深圳 连饭 都 吃不起 留 北京 也 一样 吃不起 [ 笑 哭 ],我 还 想到 时候 读出来 毕业 了 回 深圳 工作 呢 这个 年薪 我 要是 回 深圳 连饭 都 吃不起 留 北京 也 一样 吃不起 [ 笑 哭 ],自我感觉,敌我矛盾,据我所知,0.863966,"['想到', '读出来', '毕业', '回', '深圳', '工作', '年薪', '回', '深圳', '连饭', '吃不起', '留', '北京', '吃不起', '笑', '哭']",1
赶紧 执行 不要 画 大饼 啊,赶紧 执行 不要 画 大饼 啊,关系不大,功能强大,刊七大刊,0.93276095,"['赶紧', '执行', '画', '大饼']",1
美国 的 医生 60 万 100 万美元 年,美国 的 医生 60 万 100 万美元 年,第一年,哪一年,万美元,0.8237525,"['美国', '医生', '60', '万', '100', '万美元', '年']",0
这 收入 都 是 包含 五险 一金扣 了 到手 在 打 七折 然后 还有 差距 至少 不 多 干脆 别发 了 干什么 干摆烂 算了,这 收入 都 是 包含 五险 一金扣 了 到手 在 打 七折 然后 还有 差距 至少 不 多 干脆 别发 了 干什么 干摆烂 算了,资产负债率,冲锋在前,想都别想,0.78640515,"['收入', '包含', '五险', '一金扣', '到手', '七折', '差距', '至少', '干脆', '别发', '干什么', '干摆烂', '算了']",2
好家伙 那 上海 医生 买 啥 房,好家伙 那 上海 医生 买 啥 房,身家性命,好家伙,老家伙,0.93559235,"['好家伙', '上海', '医生', '买', '房']",2
结果 就是 老百姓 看病难 有名气 有 能力 的 好 医生 会 跳槽 去 私立 公立医院 只能 你 开 淀粉 片 回家 喝 热水 医护 干多 干少 工资 差不多 更 没有 动力 医患 矛盾 更 突出 医学生 学习 成本 本来 就 高 出来 继续 当 廉价 牛马,结果 就是 老百姓 看病难 有名气 有 能力 的 好 医生 会 跳槽 去 私立 公立医院 只能 你 开 淀粉 片 回家 喝 热水 医护 干多 干少 工资 差不多 更 没有 动力 医患 矛盾 更 突出 医学生 学习 成本 本来 就 高 出来 继续 当 廉价 牛马,资产负债率,莫名其妙,冲锋在前,0.71590024,"['老百姓', '看病难', '有名气', '能力', '医生', '跳槽', '私立', '公立医院', '只能', '开', '淀粉', '片', '回家', '喝', '热水', '医护', '干多', '干少', '工资', '更', '动力', '医患', '矛盾', '更', '医学生', '学习', '成本', '本来', '高', '廉价', '牛马']",2
不如 直播 不如 搬 砖 不如 看门 不如 送 外卖 干 哪 一个 都 不 需要 读 十年 还是 我 目光短浅 了,不如 直播 不如 搬 砖 不如 看门 不如 送 外卖 干 哪 一个 都 不 需要 读 十年 还是 我 目光短浅 了,恕我直言,据我所知,在我看来,0.83114874,"['直播', '搬', '砖', '看门', '送', '外卖', '干', '读', '十年', '目光短浅']",3
哇   以后 还 不如 进厂 打工 啊,哇   以后 还 不如 进厂 打工 啊,苦不堪言,忙不过来,值不值得,0.9235132,"['进厂', '打工']",2
大家 都 有 美好 的 未来,大家 都 有 美好 的 未来,大家庭,第一名,家不愁,0.8706879,"['美好', '未来']",0
要分 区域 吧 小 城市 还 可以 北上 广 肯定 太少 了,要分 区域 吧 小 城市 还 可以 北上 广 肯定 太少 了,喝西北风,技术水平,收入水平,0.85593283,"['要分', '区域', '城市', '北上', '广', '肯定', '太少']",0
aaaa 红 麝香 珠串 批发商   我勒个 豆 这么 难   我 现在 去 当个 前台 也 行 了,aaaa 红 麝香 珠串 批发商   我勒个 豆 这么 难   我 现在 去 当个 前台 也 行 了,据我所知,恕我直言,自我感觉,0.7724177,"['aaaa', '红', '麝香', '珠串', '批发商', '我勒个', '豆', '难', '当个', '前台', '行']",1
学了 那么 多年 医学 医的 大多数 都 是 在 靠 家里 扶持 其中 的 辛苦 只有 学医 人 懂 看着 自己 的 同学 能 养活 自己 自己 还 得 在 没有 工资 的 规培 三年 阶段 还要 靠 父母 生活费 [ 哭 惹 ] 收入 和 付出 不 持平 还有 谁 认真 看 病人,学了 那么 多年 医学 医的 大多数 都 是 在 靠 家里 扶持 其中 的 辛苦 只有 学医 人 懂 看着 自己 的 同学 能 养活 自己 自己 还 得 在 没有 工资 的 规培 三年 阶段 还要 靠 父母 生活费 [ 哭 惹 ] 收入 和 付出 不 持平 还有 谁 认真 看 病人,医学专业,医学院校,医学知识,0.778312,"['学了', '多年', '医学', '医的', '家里', '扶持', '辛苦', '学医', '懂', '看着', '同学', '养活', '工资', '规培', '三年', '阶段', '父母', '生活费', '哭', '惹', '收入', '付出', '持平', '病人']",1
评论 区 谁 年 后 跟 我 组团 去 和睦家 面试 早去 占 坑 儿少 走 几十年 弯路 [ 笑 哭 ] [ 笑 哭 ] 魔鬼 筋肉 人,评论 区 谁 年 后 跟 我 组团 去 和睦家 面试 早去 占 坑 儿少 走 几十年 弯路 [ 笑 哭 ] [ 笑 哭 ] 魔鬼 筋肉 人,个人所得税,众人皆醉,个人感觉,0.84767735,"['评论', '区', '年', '组团', '和睦家', '面试', '早去', '占', '坑', '儿少', '走', '几十年', '弯路', '笑', '哭', '笑', '哭', '魔鬼', '筋肉']",1
萌宠 攻略 王,萌宠 攻略 王,王们,王二猪,阳光厅,0.91473866,"['萌宠', '攻略', '王']",2
好 医生 都 要 去 私立 和 外资 医院 了 吧,好 医生 都 要 去 私立 和 外资 医院 了 吧,悬壶济世,产科医生,儿科医生,0.88829106,"['医生', '私立', '外资', '医院']",0
momo   以前 说 我养 你 但 我 觉得 你 工资 后面 肯定 够 高 现在 好像 你 真的 需要 我养 了,momo   以前 说 我养 你 但 我 觉得 你 工资 后面 肯定 够 高 现在 好像 你 真的 需要 我养 了,据我所知,恕我直言,敌我矛盾,0.8497083,"['momo', '说', '我养', '工资', '肯定', '够', '高', '好像', '真的', '我养']",0
职称 高 并 不 代表 看病 或 手术 水平 就 高,职称 高 并 不 代表 看病 或 手术 水平 就 高,工资水平,收入水平,技术水平,0.8551667,"['职称', '高', '代表', '看病', '手术', '水平', '高']",1
fren,fren,fren,frcs,kn,0.9999998,['fren'],2
大 趋势 肯定 是 私立 医院 提供 优质 药品 和 优质 医疗 服务 的 尤其 在 医改 以后,大 趋势 肯定 是 私立 医院 提供 优质 药品 和 优质 医疗 服务 的 尤其 在 医改 以后,功能强大,刊七大刊,大浪淘沙,0.8620306,"['趋势', '肯定', '私立', '医院', '提供', '优质', '药品', '优质', '医疗', '服务', '医改']",2
momo   薇 尔莉特   哇塞,momo   薇 尔莉特   哇塞,momo,资产负债率,冲锋在前,0.7730176,"['momo', '薇', '尔莉特', '哇塞']",2
什么 名字 都 可以   医学 以后 高考 录取分数 就 蹭 蹭 地降 吧 [ 笑 哭 ],什么 名字 都 可以   医学 以后 高考 录取分数 就 蹭 蹭 地降 吧 [ 笑 哭 ],医学知识,医学专业,医学院校,0.8026186,"['名字', '医学', '高考', '录取分数', '蹭', '蹭', '地降', '笑', '哭']",0
收藏 了 谢谢,收藏 了 谢谢,资产负债率,柴米油盐,著作等身,1.0000002,"['收藏', '谢谢']",3
下篇 笔记 三明 医改 工分 制 细则 欢迎 关注 [ 握手 ] [ 握手 ] [ 握手 ],下篇 笔记 三明 医改 工分 制 细则 欢迎 关注 [ 握手 ] [ 握手 ] [ 握手 ],提前退休,固定收入,卷土重来,0.8332678,"['下篇', '笔记', '三明', '医改', '工分', '制', '细则', '关注', '握手', '握手', '握手']",2
卫生院 10 万涨 薪 了 [ 哇 ],卫生院 10 万涨 薪 了 [ 哇 ],现实生活,骨科医生,儿科医生,0.9144689,"['卫生院', '10', '万涨', '薪']",1
改 吧 反正 是 年薪 一个 病号 不 收 一年 也 是 发 那些 钱 一天天 搁 医院 坐 着 熬 时间 就行了,改 吧 反正 是 年薪 一个 病号 不 收 一年 也 是 发 那些 钱 一天天 搁 医院 坐 着 熬 时间 就行了,莫名其妙,老年病,听天由命,0.76731545,"['改', '反正', '年薪', '病号', '收', '一年', '发', '钱', '一天天', '搁', '医院', '坐', '熬', '时间', '就行了']",2
