content,cleaned_content,cut_content,final_content
猥琐发育，狗命要紧，活的长，才能挣到钱,猥琐发育狗命要紧活的长才能挣到钱,猥琐 发育 狗命 要紧 活 的 长 才能 挣到 钱,猥琐发育狗命要紧活长才能挣到钱
我没想明白，那学生以后有什么动力读硕士博士？还需要往大医院钻么？ 在基层舒舒服服拿一样的工资，不是性价比更高,我没想明白那学生以后有什么动力读硕士博士还需要往大医院钻么 在基层舒舒服服拿一样的工资不是性价比更高,我 没想 明白 那 学生 以后 有 什么 动力 读 硕士 博士 还 需要 往大 医院 钻 么   在 基层 舒舒服服 拿 一样 的 工资 不是 性价比 更高,没想明白学生动力读硕士博士还往大医院钻基层舒舒服服工资性价比更高
医院的大楼一个比一个漂亮，钱从哪里来的呢？,医院的大楼一个比一个漂亮钱从哪里来的呢,医院 的 大楼 一个 比 一个 漂亮 钱 从 哪里 来 的 呢,医院大楼一个一个漂亮钱
为什么不规定一下公务员和国企薪资上限,为什么不规定一下公务员和国企薪资上限,为什么 不 规定 一下 公务员 和 国企 薪资 上限,不公务员国企薪资上限
先去了解一下服务行业的薪资待遇和上班时间配置，你们现在也分属于服务行业了，只是学历高有面子受人尊敬[害羞R][害羞R],先去了解一下服务行业的薪资待遇和上班时间配置你们现在也分属于服务行业了只是学历高有面子受人尊敬[害羞][害羞],先 去 了解 一下 服务行业 的 薪资 待遇 和 上班时间 配置 你们 现在 也 分 属于 服务行业 了 只是 学历 高有 面子 受人 尊敬 [ 害羞 ] [ 害羞 ],先去服务行业薪资待遇上班时间配置分服务行业学历高有面子受人尊敬[害羞][害羞]
每年要能给我发20万能把我美哭,每年要能给我发20万能把我美哭,每年 要 能 给我发 20 万能 把 我 美哭,给我发20万能美哭
三甲医院护士一年十万？村卫生院也十万？那有什么搞头，都去基层就好啦～三甲医院累死累活拿得跟村卫生院一样，谁还要去大医院上班呀[doge],三甲医院护士一年十万村卫生院也十万那有什么搞头都去基层就好啦三甲医院累死累活拿得跟村卫生院一样谁还要去大医院上班呀[doge],三甲 医院 护士 一年 十万 村 卫生院 也 十万 那有 什么 搞头 都 去 基层 就 好 啦 三甲 医院 累死累活 拿 得 跟 村 卫生院 一样 谁 还要 去 大 医院 上班 呀 [ doge ],三甲医院护士一年十万村卫生院十万那有搞头都去基层好三甲医院累死累活村卫生院还要去大医院上班[doge]
三明市房价不1万一平米，三明医改后一个月工资可以买一平米房子，那我也要求深圳医改一个月工资可以买深圳的一平米房子不过分吧[失望R][失望R][失望R][失望R],三明市房价不1万一平米三明医改后一个月工资可以买一平米房子那我也要求深圳医改一个月工资可以买深圳的一平米房子不过分吧[失望][失望][失望][失望],三明市 房价 不 1 万一 平米 三明 医改 后 一个月 工资 可以 买 一 平米 房子 那 我 也 要求 深圳 医改 一个月 工资 可以 买 深圳 的 一 平米 房子 不过 分 吧 [ 失望 ] [ 失望 ] [ 失望 ] [ 失望 ],三明市房价不1平米三明医改后一个月工资买平米房子深圳医改一个月工资买深圳平米房子分[失望][失望][失望][失望]
这个年薪是一年才发一次么[微笑R]，还是分多次发,这个年薪是一年才发一次么[微笑]还是分多次发,这个 年薪 是 一年 才 发 一次 么 [ 微笑 ] 还是 分 多次发,年薪一年才发[微笑]分多次发
护士累死累活还没有医技高，谁还去当[汗颜R],护士累死累活还没有医技高谁还去当[汗颜],护士 累死累活 还 没有 医技 高 谁 还 去 当 [ 汗颜 ],护士累死累活还医技高还去[汗颜]
麻醉是不是算医技啊[失望R]，我看有消息是这样说的,麻醉是不是算医技啊[失望]我看有消息是这样说的,麻醉 是不是 算 医技 啊 [ 失望 ] 我 看 有 消息 是 这样 说 的,麻醉算医技[失望]看消息说
这个年薪是大医院和小医院同样级别到手的钱都一样吗,这个年薪是大医院和小医院同样级别到手的钱都一样吗,这个 年薪 是 大 医院 和 小 医院 同样 级别 到手 的 钱 都 一样 吗,年薪大医院小医院级别到手钱都
我现在真的很生气，医术好的医生跟一个医院不如他的医生拿的一样钱吗，真的很离谱,我现在真的很生气医术好的医生跟一个医院不如他的医生拿的一样钱吗真的很离谱,我 现在 真的 很 生气 医术 好 的 医生 跟 一个 医院 不如 他 的 医生 拿 的 一样 钱 吗 真的 很 离谱,真的很生气医术好医生一个医院医生钱真的很离谱
我事业编本科面试第一进的后勤，改完5000，我朋友大专护士进来转的事业编改完10000，弄吧，亖的人越来越多就老实了,我事业编本科面试第一进的后勤改完5000我朋友大专护士进来转的事业编改完10000弄吧亖的人越来越多就老实了,我 事业 编 本科 面试 第一 进 的 后勤 改完 5000 我 朋友 大专 护士 进来 转 的 事业 编改 完 10000 弄 吧 亖 的 人 越来越 多 就 老实 了,事业编本科面试第一进后勤改完5000朋友大专护士进来转事业编改完10000弄亖人越来越老实
是按考的职称还是评的职称呀？[哭惹R][哭惹R],是按考的职称还是评的职称呀[哭惹][哭惹],是 按考 的 职称 还是 评 的 职称 呀 [ 哭 惹 ] [ 哭 惹 ],按考职称评职称[哭惹][哭惹]
门诊呢,门诊呢,门诊 呢,门诊
赶紧考社区[doge][doge][doge],赶紧考社区[doge][doge][doge],赶紧 考 社区 [ doge ] [ doge ] [ doge ],赶紧考社区[doge][doge][doge]
医生工作时长那么长，这工资，实在是不成正比,医生工作时长那么长这工资实在是不成正比,医生 工作 时 长 那么 长 这 工资 实在 是 不 成正比,医生工作时长长工资实在不成正比
不止的，还有个医保基金结余的，那个才是大头,不止的还有个医保基金结余的那个才是大头,不止 的 还有 个 医保 基金 结余 的 那个 才 是 大头,不止医保基金结余才大头
我临床的 我去那么多科室实习 最累的是护士 但是她们工资没那么高 应该多一些,我临床的 我去那么多科室实习 最累的是护士 但是她们工资没那么高 应该多一些,我 临床 的   我 去 那么 多 科室 实习   最累 的 是 护士   但是 她们 工资 没 那么 高   应该 多一些,临床去科室实习最累护士工资没高多一些
扯吧。年二三十万还有人卷去中肿吗？,扯吧年二三十万还有人卷去中肿吗,扯 吧 年 二三十万 还有 人卷 去 中肿 吗,扯年二三十万人卷去中肿
各省市的中医院呢[笑哭R],各省市的中医院呢[笑哭],各省市 的 中医院 呢 [ 笑 哭 ],各省市中医院[笑哭]
这投入产出比简直跟买刮刮乐差不多[失望R],这投入产出比简直跟买刮刮乐差不多[失望],这 投入产出 比 简直 跟 买 刮 刮乐 差不多 [ 失望 ],投入产出简直买刮刮乐差不多[失望]
村卫生院能拿10万？,村卫生院能拿10万,村 卫生院 能 拿 10 万,村卫生院10万
@小雨 行政是40%哈哈哈哈，c9硕士这么不值钱了,小雨 行政是40哈哈哈哈c9硕士这么不值钱了,小雨   行政 是 40 哈哈哈哈 c9 硕士 这么 不值钱 了,小雨行政40哈哈哈哈c9硕士不值钱
恩 这个其实不应该全国统一 应该跟这个市的平均工资和房价比,恩 这个其实不应该全国统一 应该跟这个市的平均工资和房价比,恩   这个 其实 不 应该 全国 统一   应该 跟 这个 市 的 平均工资 和 房价 比,恩不全国统一市平均工资房价
赶快改吧 比现在还高呢,赶快改吧 比现在还高呢,赶快 改 吧   比 现在 还 高 呢,赶快改还高
[笑哭R][笑哭R][笑哭R]学历要求高，工作压力大，现在病人是大爷了，钱又这么少[捂脸R][捂脸R][捂脸R],[笑哭][笑哭][笑哭]学历要求高工作压力大现在病人是大爷了钱又这么少[捂脸][捂脸][捂脸],[ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 学历 要求 高 工作 压力 大 现在 病人 是 大爷 了 钱 又 这么 少 [ 捂脸 ] [ 捂脸 ] [ 捂脸 ],[笑哭][笑哭][笑哭]学历高工作压力大病人大爷钱少[捂脸][捂脸][捂脸]
没有职称的直接不发了？,没有职称的直接不发了,没有 职称 的 直接 不发 了,职称不发
别作梦了，年年说增，都是糖糖。作了几十年正式工，年薪还不够10万，比不上个剪头发的,别作梦了年年说增都是糖糖作了几十年正式工年薪还不够10万比不上个剪头发的,别 作梦 了 年 年 说 增都 是 糖糖 作 了 几十年 正式工 年薪 还 不够 10 万 比不上 个 剪头发 的,作梦年年说增都糖糖作几十年正式工年薪还10万比不上剪头发
无所谓[笑哭R]我本来就作好打算去搞副业了，只要我还没吃到过好处，就不会产生怨气,无所谓[笑哭]我本来就作好打算去搞副业了只要我还没吃到过好处就不会产生怨气,无所谓 [ 笑 哭 ] 我 本来 就 作好 打算 去 搞 副业 了 只要 我 还 没 吃 到 过 好处 就 不会 产生 怨气,无所谓[笑哭]本来作好打算去搞副业还没吃好处怨气
只有公卫的乡镇卫生院，主治医师按哪个工资给,只有公卫的乡镇卫生院主治医师按哪个工资给,只有 公卫 的 乡镇 卫生院 主治医师 按 哪个 工资 给,公卫乡镇卫生院主治医师工资
多久了还在用这个表格?,多久了还在用这个表格,多久 了 还 在 用 这个 表格,多久还表格
乡镇社区医院怎么算,乡镇社区医院怎么算,乡镇 社区 医院 怎么 算,乡镇社区医院算
那职称是医技，岗位在行政 拿哪个工资？,那职称是医技岗位在行政 拿哪个工资,那 职称 是 医技 岗位 在 行政   拿 哪个 工资,职称医技岗位行政工资
那就得摆烂咯，也不是彻底摆烂，差不多有点成绩就行了，也不会太把自己卖给工作,那就得摆烂咯也不是彻底摆烂差不多有点成绩就行了也不会太把自己卖给工作,那 就 得 摆烂 咯 也 不是 彻底 摆烂 差不多 有点 成绩 就行了 也 不会 太 把 自己 卖 给 工作,摆烂咯摆烂差不多成绩就行了太卖工作
[doge],[doge],[ doge ],[doge]
[微笑R]现在给的还不如要订的年薪的,[微笑]现在给的还不如要订的年薪的,[ 微笑 ] 现在 给 的 还 不如 要订 的 年薪 的,[微笑]还要订年薪
意思是公立医院只能保证普通、便宜的医疗服务，高端医疗去私立。,意思是公立医院只能保证普通便宜的医疗服务高端医疗去私立,意思 是 公立医院 只能 保证 普通 便宜 的 医疗 服务 高端 医疗 去 私立,公立医院只能保证便宜医疗服务高端医疗去私立
我现在一年也没15w。改完我工资能高点？,我现在一年也没15w改完我工资能高点,我 现在 一年 也 没 15w 改完 我 工资 能 高点,一年没15w改完工资高点
广州是什么水平，好焦虑，今年不发年终，没钱过年了,广州是什么水平好焦虑今年不发年终没钱过年了,广州 是 什么 水平 好 焦虑 今年 不发 年终 没 钱 过年 了,广州水平好焦虑不发年终没钱过年
疫情才结束没几年，这么快就恩将仇报了[石化R][石化R][石化R],疫情才结束没几年这么快就恩将仇报了[石化][石化][石化],疫情 才 结束 没 几年 这么 快 就 恩将仇报 了 [ 石化 ] [ 石化 ] [ 石化 ],疫情才结束没几年快恩将仇报[石化][石化][石化]
能不能把医技删了吧，也没比临床轻松，[石化R][石化R][石化R],能不能把医技删了吧也没比临床轻松[石化][石化][石化],能 不能 把 医技 删 了 吧 也 没 比 临床 轻松 [ 石化 ] [ 石化 ] [ 石化 ],医技删没临床轻松[石化][石化][石化]
未来医院的学历招聘会不会更低啊？大专口腔医学专业的，想试一试医院[笑哭R],未来医院的学历招聘会不会更低啊大专口腔医学专业的想试一试医院[笑哭],未来 医院 的 学历 招聘会 不会 更 低 啊 大专 口腔医学 专业 的 想 试一试 医院 [ 笑 哭 ],未来医院学历招聘会更低大专口腔医学专业想试一试医院[笑哭]
